Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
a3,com.nonononoki.alovoa.lib,OxCaptcha,blurGaussian5x5s2,Magic Number,The method contains a magic number: 5,411
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 5,425
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 2.0f,425
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 5,429
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 2.0f,433
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Long Statement,The length of the statement "CubicCurve2D cc=new CubicCurve2D.Float(xOffset + RAND.nextFloat() * _width * 0.25f`_height * RAND.nextFloat()`xOffset + RAND.nextFloat() * _width * 0.25f`_height * RAND.nextFloat()`xOffset + xRange * 0.4f`_height * RAND.nextFloat()`xOffset + xRange * (0.8f + RAND.nextFloat() * 0.2f)`_height * RAND.nextFloat());" is 312.,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.25f,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.25f,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.4f,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.8f,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.2f,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 0.1,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 200,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 6,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseCurvedLine,Magic Number,The method contains a magic number: 3,441
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Magic Number,The method contains a magic number: 8,481
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Magic Number,The method contains a magic number: 1.5f,481
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStrokes,Long Statement,The length of the statement "path.curveTo(RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height));" is 143.,485
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseEllipses,Long Statement,The length of the statement "Ellipse2D.Double ellipse=new Ellipse2D.Double(RAND.nextInt(_width)`RAND.nextInt(_height)`RAND.nextInt(_width)`RAND.nextInt(_height));" is 133.,497
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3.0f,507
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 0.5,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 2,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 3,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseStraightLine,Magic Number,The method contains a magic number: 4,511
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,Magic Number,The method contains a magic number: 0.01f,551
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseSaltPepper,Magic Number,The method contains a magic number: 0.01f,551
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,Magic Number,The method contains a magic number: 0xFF,581
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteGaussian,Magic Number,The method contains a magic number: 255,581
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 0xFF,592
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 256,592
a3,com.nonononoki.alovoa.lib,OxCaptcha,noiseWhiteUniform,Magic Number,The method contains a magic number: 255,592
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 4,607
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 3,607
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 2,607
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionFishEye,Magic Number,The method contains a magic number: 2,607
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,Magic Number,The method contains a magic number: 2,669
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionStretch,Magic Number,The method contains a magic number: 2,669
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 4000,681
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,681
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 3,681
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,685
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric,Magic Number,The method contains a magic number: 2,685
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 24,702
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Complex Conditional,The conditional expression sx < 0 || sx > _width - 2 || sy < 0 || sy > _height - 2 is complex.,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 0.5,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 0.5,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2.2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2.2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 2,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElectric2,Magic Number,The method contains a magic number: 255,706
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 6,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 30,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 7,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 10,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 20,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 2,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Magic Number,The method contains a magic number: 15,754
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear2,Long Parameter List,The method has 6 parameters. ,764
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 10,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 10,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionShear,Magic Number,The method contains a magic number: 8,803
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 38,817
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 11,821
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 8,821
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Complex Conditional,The conditional expression sx < 0 || sx > _width - 2 || sy < 0 || sy > _height - 2 is complex.,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Complex Method,Cyclomatic complexity of the method is 8,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.5,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.5,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.1,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 5,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 0.1,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 5,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 2,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,distortionElastic,Magic Number,The method contains a magic number: 255,825
a3,com.nonononoki.alovoa.lib,OxCaptcha,normalize,Magic Number,The method contains a magic number: 2,879
a3,com.nonononoki.alovoa.lib,OxCaptcha,normalize,Magic Number,The method contains a magic number: 255,879
a3,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Complex Method,Cyclomatic complexity of the method is 9,903
a3,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Magic Number,The method contains a magic number: 2,903
a3,com.nonononoki.alovoa.lib,OxCaptcha,recenter,Magic Number,The method contains a magic number: 2,903
a3,com.nonononoki.alovoa.lib,OxCaptcha,load,Magic Number,The method contains a magic number: 0xFF,944
a3,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray2D,Magic Number,The method contains a magic number: 16,989
a3,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray2D,Magic Number,The method contains a magic number: 0xff,989
a3,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray1D,Magic Number,The method contains a magic number: 16,1001
a3,com.nonononoki.alovoa.lib,OxCaptcha,getImageArray1D,Magic Number,The method contains a magic number: 0xff,1001
a3,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 0.75D,1024
a3,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 1.5D,1024
a3,com.nonononoki.alovoa.lib,OxCaptcha,fishEyeFormula,Magic Number,The method contains a magic number: 0.25D,1024
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Long Parameter List,The method has 5 parameters. ,1044
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Magic Number,The method contains a magic number: 15,1044
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearX,Magic Number,The method contains a magic number: 6.2831853071795862D,1044
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Long Parameter List,The method has 5 parameters. ,1061
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Magic Number,The method contains a magic number: 15,1061
a3,com.nonononoki.alovoa.lib,OxCaptcha,shearY,Magic Number,The method contains a magic number: 6.2831853071795862D,1061
a3,com.nonononoki.alovoa.lib,OxCaptcha,singlePixelConvolution,Long Parameter List,The method has 6 parameters. ,1077
a3,com.nonononoki.alovoa.lib,OxCaptcha,convolution2D,Long Parameter List,The method has 6 parameters. ,1088
a3,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Long Parameter List,The method has 6 parameters. ,1108
a3,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Magic Number,The method contains a magic number: 2,1108
a3,com.nonononoki.alovoa.lib,OxCaptcha,convolution2DPadded,Magic Number,The method contains a magic number: 2,1108
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Long Statement,The length of the statement "g=g + ((1 / (2 * Math.PI * theta* theta)) * Math.pow(Math.E`-(xSubPixel * xSubPixel + ySubPixel * ySubPixel) / (2 * theta * theta)));" is 133.,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.5,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.55,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.1,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.5,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.55,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 0.1,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 2,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 2,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussianDiscrete2D,Magic Number,The method contains a magic number: 121,1132
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussian2D,Magic Number,The method contains a magic number: 2,1144
a3,com.nonononoki.alovoa.lib,OxCaptcha,gaussian2D,Magic Number,The method contains a magic number: 2,1144
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearch,Long Statement,The length of the statement "return usersSearchQuery(request.getAge()`request.getMinDateDob()`request.getMaxDateDob()`request.getMinLat()`request.getMaxLat()`request.getMinLong()`request.getMaxLong()`request.getIntentionId()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`page);" is 289.,24
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearchQuery,Long Parameter List,The method has 13 parameters. ,30
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreLocation,Long Statement,The length of the statement "return usersSearchIgnoreLocation(request.getAge()`request.getMinDateDob()`request.getMaxDateDob()`request.getIntentionId()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`page);" is 216.,43
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearchIgnoreLocation,Long Parameter List,The method has 9 parameters. ,50
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreLocationAndIntention,Long Statement,The length of the statement "return findTop200ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotInAndGenderIdIn(request.getMinDateDob()`request.getMaxDateDob()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`request.getGenderIds()`sort);" is 382.,60
a3,com.nonononoki.alovoa.repo,UserRepository,usersSearchAllIgnoreAll,Long Statement,The length of the statement "return findTop50ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotIn(request.getMinDateDob()`request.getMaxDateDob()`request.getLikeIds()`request.getHideIds()`request.getBlockIds()`sort);" is 345.,67
a3,com.nonononoki.alovoa.repo,UserRepository,usersDonate,Long Statement,The length of the statement "return findTop20ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualOrderByTotalDonationsDesc(minDate`maxDate);" is 239.,73
a3,com.nonononoki.alovoa.repo,UserRepository,adminSearch,Long Statement,The length of the statement "return findTop100ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullOrderByDatesCreationDateDesc();" is 161.,78
a3,com.nonononoki.alovoa.repo,UserRepository,findTop200ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotInAndGenderIdIn,Long Parameter List,The method has 7 parameters. ,87
a3,com.nonononoki.alovoa.repo,UserRepository,findTop50ByDisabledFalseAndAdminFalseAndConfirmedTrueAndIntentionNotNullAndLocationLatitudeNotNullAndProfilePictureNotNullAndDatesDateOfBirthGreaterThanEqualAndDatesDateOfBirthLessThanEqualAndIdNotInAndIdNotInAndIdNotIn,Long Parameter List,The method has 6 parameters. ,91
a3,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Complex Conditional,The conditional expression !user.isAdmin() && user.getProfilePicture() == null && user.getDescription() == null is complex.,101
a3,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Complex Method,Cyclomatic complexity of the method is 13,101
a3,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Long Statement,The length of the statement "String url=new String(Base64.getDecoder().decode((String)httpSession.getAttribute(REDIRECT_URL))`StandardCharsets.UTF_8);" is 121.,101
a3,com.nonononoki.alovoa.rest,Oauth2Controller,oauth2Success,Long Statement,The length of the statement "String url=new String(Base64.getDecoder().decode((String)httpSession.getAttribute(REDIRECT_URL))`StandardCharsets.UTF_8);" is 121.,101
a3,com.nonononoki.alovoa.rest,Oauth2Controller,getRememberMeCookie,Long Statement,The length of the statement "Cookie cookieRememberMe=securityConfig.getOAuthRememberMeServices().getRememberMeCookie(rememberCookieValue`request`response);" is 126.,198
a3,com.nonononoki.alovoa.rest,SearchController,getUsers,Long Parameter List,The method has 5 parameters. ,34
a3,com.nonononoki.alovoa.rest,SearchController,getUsersModel,Long Parameter List,The method has 5 parameters. ,43
